"AcceptedTaxonID","CommonName","Transliteration","Language","Country","Area","ReferenceID"
23106,"Antonino",,"Spanish","MX","Mexico",3277
23106,"Antonino caballita",,"Spanish","CU","Cuba",26340
23106,"Atuleau",,"Palauan","PW","Palau",10415
23106,"Atuleau",,"Samoan","WS","Samoa",592
23106,"Baleg",,"Arabic","OM","Oman",6365
23106,"Bancloche",,"French","FR","France",81519
23106,"Bancloche",,"Creole, French","RE","Reunion",33390
23106,"Barraniti",,"Ilokano","PH","Philippines",31411
23106,"Basung",,"Malay","MY","Malaysia",85449
23106,"Bengol",,"Malay","CX","Christmas I.",30874
23106,"Bodloy",,"Surigaonon","PH","Philippines",31411
23106,"Borot",,"Cebuano","PH","Philippines",31411
23106,"Budboron",,"Visayan","PH","Philippines",58652
23106,"Budburon",,"Cebuano","PH","Philippines",31411
23106,"Bud-loy",,"Surigaonon","PH","Philippines",31411
23106,"Buraw",,"Other","PH","Philippines",58652
23106,"Burot",,"Davawenyo","PH","Philippines",31411
23106,"Burot (yellow tail)",,"Cebuano","PH","Philippines",31411
23106,"Burot-burot",,"Cebuano","PH","Philippines",31411
23106,"Caballa",,"Spanish","PR","Puerto Rico",3277
23106,"Caballa amarilla",,"Spanish","PR","Puerto Rico",26235
23106,"Caballa azul",,"Papiamento","PR","Puerto Rico",35205
23106,"Caballa azul",,"Spanish","PR","Puerto Rico",3277
23106,"Caballeta",,"Spanish","CO","Colombia",3277
23106,"Caballeta macarela",,"Spanish","CO","Colombia",56479
23106,"Caballla amarilla",,"Spanish","PR","Puerto Rico",35205
23106,"Carangue maquereau",,"French","PF","Fr Polynesia",4795
23106,"Carapau",,"Portuguese","BR","Brazil",38265
23106,"Carapau cavala",,"Portuguese","MZ","Mozambique",5213
23106,"Carapau cavala",,"Creole, Portuguese","ST","Sao Tome Prn",34088
23106,"Cavala",,"Creole, Portuguese","CV","Cape Verde",27000
23106,"Cavala preta",,"Creole, Portuguese","CV","Cape Verde",37413
23106,"Cavala-preta",,"Creole, Portuguese","CV","Cape Verde",27000
23106,"Cavalinha",,"Portuguese","BR","Brazil",38265
23106,"Cavalinha de reis",,"Portuguese","BR","Brazil",3277
23106,"Cavalinha-do-reis",,"Portuguese","BR","Brazil",38265
23106,"Charro-olho-largo",,"Portuguese","CV","Cape Verde",37413
23106,"Chicharro",,"Portuguese","BR","Brazil",42063
23106,"Chicharro",,"Spanish","DO","Dominican Rp",26235
23106,"Chicharro-alamarim",,"Portuguese","BR","Brazil",42063
23106,"Chicharro-calabar",,"Portuguese","BR","Brazil",54972
23106,"Chicharro-cavala",,"Portuguese","BR","Brazil",54972
23106,"Chuparaco",,"Spanish","VE","Venezuela",26235
23106,"Cigarfish",,"English","CU","Cuba",35205
23106,"Cigarfish",,"English","US","USA",35205
23106,"Comète maquereau",,"French","FR","France",82178
23106,"Da-guec",,"Fwâi","NC","New Caledonia",5970
23106,"Galonggong",,"Agutaynen","PH","Philippines",31411
23106,"Galonggong",,"Cebuano","PH","Philippines",31411
23106,"Galonggong",,"Magindanaon","PH","Philippines",31411
23106,"Galonggong",,"Maranao/Samal/Tao Sug","PH","Philippines",31411
23106,"Galonggong",,"Tagalog","PH","Philippines",31411
23106,"Galunggong",,"Cebuano","PH","Philippines",31411
23106,"Galunggong",,"Kuyunon","PH","Philippines",31411
23106,"Galunggong",,"Other","PH","Philippines",31411
23106,"Galunggong",,"Tagalog","PH","Philippines",31411
23106,"Galunggong",,"Tagbanwa Calamian","PH","Philippines",31411
23106,"Galunggong",,"Waray-waray","PH","Philippines",31411
23106,"Garapau",,"Portuguese","BR","Brazil",54968
23106,"Gulhalet hestemakrel",,"Danish","DK","Denmark",51471
23106,"Jurel fino",,"Spanish","EC","Ecuador",55763
23106,"Karabalyas",,"Surigaonon","PH","Philippines",31411
23106,"Kingston",,"English","SH","St Helena",5288
23106,"Komene",,"Tuamotuan",,"Tuamoto Is",12415
23106,"Kusaya-moro",,"Japanese","JP","Japan",559
23106,"Lungu",,"Swahili","TZ","Tanzania",2871
23106,"Macarela",,"Spanish","CO","Colombia",56479
23106,"Macarela",,"Spanish","VE","Venezuela",3277
23106,"Macarela caballa",,"Spanish","MX","Mexico",52299
23106,"Macarela caballa",,"Spanish","MX","Mexico",27736
23106,"Macarela caballa",,"Spanish","NI","Nicaragua",13613
23106,"Macarela caballa",,"Spanish","ES","Spain",82178
23106,"Macarela canalera",,"Spanish","VE","Venezuela",51848
23106,"Macarella cabala",,"Spanish","NI","Nicaragua",13613
23106,"Mackerel",,"English","GP","Guadeloupe",35205
23106,"Mackerel",,"English","MQ","Martinique",35205
23106,"Mackerel scad",,"English","AU","Australia",75154
23106,"Mackerel scad ",,"English","MY","Malaysia",85449
23106,"Mackerel scad",,"English","BS","Bahamas",5521
23106,"Mackerel scad",,"English","CX","Christmas I.",30874
23106,"Mackerel scad",,"English","CU","Cuba",35205
23106,"Mackerel scad",,"English","PF","Fr Polynesia",4795
23106,"Mackerel scad",,"English","ID","Indonesia",48635
23106,"Mackerel scad",,"English","FM","Micronesia",3807
23106,"Mackerel scad",,"English","PG","Papua N Guin",6192
23106,"Mackerel scad",,"English","PH","Philippines",31411
23106,"Mackerel scad",,"English","PT","Azores Is",35204
23106,"Mackerel scad",,"English","PR","Puerto Rico",26235
23106,"Mackerel scad",,"English","ZA","South Africa",3197
23106,"Mackerel scad",,"English","GB","UK",83882
23106,"Mackerel scad",,"English","US","USA",52299
23106,"Mackerel scad",,"English",,"Hawaii",4390
23106,"Maka-agum",,"Visayan","PH","Philippines",58652
23106,"Makiyo",,"Creole, French","DM","Dominica",26235
23106,"Makriau",,"French","GP","Guadeloupe",35205
23106,"Makriau",,"French","MQ","Martinique",35205
23106,"Makriel-skad",,"Afrikaans","ZA","South Africa",3197
23106,"Malatindok",,"Cebuano","PH","Philippines",31411
23106,"Malatindok",,"Waray-waray","PH","Philippines",31411
23106,"Malimno",,"Waray-waray","PH","Philippines",31411
23106,"Mamoshig",,"Carolinian","FM","Micronesia",3807
23106,"Maquereau",,"French","GP","Guadeloupe",35205
23106,"Maquereau",,"French","MQ","Martinique",35205
23106,"Marot",,"Hiligaynon","PH","Philippines",31411
23106,"Marot",,"Visayan","PH","Philippines",5730
23106,"Marut",,"Other","PH","Philippines",58652
23106,"Masbangu di piedra",,"Papiamento","AN","NethAntilles",35205
23106,"Matangbaka",,"Maranao/Samal/Tao Sug","PH","Philippines",31411
23106,"Moulo",,"Papiamento","AN","NethAntilles",35205
23106,"Msumari",,"Swahili","TZ","Tanzania",2871
23106,"Namuauli",,"Samoan","WS","Samoa",592
23106,"Ngula-ngula",,"Swahili","TZ","Tanzania",2871
23106,"Opelu",,"Hawaiian",,"Hawaii",4390
23106,"Operu",,"Tahitian",,"Tahiti",4795
23106,"'Operu",,"Tahitian",,"Tahiti",13767
23106,"Pilote",,"French","HT","Haiti",26235
23106,"Pulang buntot",,"Tagalog","PH","Philippines",58652
23106,"Quiaquia",,"Spanish","CU","Cuba",35205
23106,"Robin",,"English","PR","Puerto Rico",26235
23106,"Sardin",,"Malay","MY","Malaysia",85449
23106,"Scad",,"English","US","USA",30426
23106,"Selayang",,"Malay","MY","Malaysia",5756
23106,"Selayang sardine ",,"Malay","MY","Malaysia",85449
23106,"Sibubog",,"Bikol","PH","Philippines",31411
23106,"Sima",,"Arabic","OM","Oman",6365
23106,"Simsimu",,"Swahili","TZ","Tanzania",2871
23106,"Steenmarsbanker",,"Dutch","AN","NethAntilles",35205
23106,"Tabilos",,"Visayan","PH","Philippines",58652
23106,"Tamadios",,"Hiligaynon","PH","Philippines",31411
23106,"Tamarong",,"Visayan","PH","Philippines",58652
23106,"Tamarong",,"Cebuano","PH","Philippines",31411
23106,"Tamodios",,"Visayan","PH","Philippines",5730
23106,"Tayang",,"Cotabato Chavacano","PH","Philippines",31411
23106,"Tilus",,"Bikol","PH","Philippines",58652
23106,"Tonino",,"Spanish","CO","Colombia",3277
23106,"Trzogon skad",,"Polish","PL","Poland",6313
23106,"Tulay",,"Maranao/Samal/Tao Sug","PH","Philippines",31411
23106,"Xixarro",,"Portuguese","BR","Brazil",38265
23106,"Xixarro-branco",,"Portuguese","BR","Brazil",38265
23106,"Xixarro-calabar",,"Portuguese","BR","Brazil",38265
23106,"Xixarro-cavala",,"Portuguese","BR","Brazil",38265
23106,"yatule",,"Fijian","FJ","Fiji",79890
23106,"Zapatero",,"Spanish","DO","Dominican Rp",27620
23106,"????","Ce yi yuan shen","Mandarin Chinese","CN","China Main",58108
23106,"????","Ce yi yuan shen","Mandarin Chinese","CN","China Main",31517
23106,"????","Pulgaraji","Korean","KR","Korea Rep",77001
23106,"????","La yang yuan shen","Mandarin Chinese","CN","China Main",58108
23106,"????","la yang yuan shen","Mandarin Chinese","TW","Taiwan",31517
23106,"???","hong chih wei","Mandarin Chinese","TW","Taiwan",40116
23106,"????","sih lin yuan sao","Mandarin Chinese","CN","China Main",31517
23106,"???","Hong chi wei","Mandarin Chinese","CN","China Main",58108
23106,"????","Xi lin yuan sao","Mandarin Chinese","CN","China Main",58108
23106,"???","ge yuan shen","Mandarin Chinese","TW","Taiwan",31517
23106,"???","Ge yuan shen","Mandarin Chinese","CN","China Main",58108
23107,"Alassan",,"Other","BJ","Benin",6269
23107,"Antonino",,"Spanish","CO","Colombia",3277
23107,"Antonino punteado",,"Spanish","CU","Cuba",26340
23107,"Antonio",,"Spanish","CU","Cuba",35205
23107,"Bologui",,"Susu","GN","Guinea",13697
23107,"Caballa amarilla",,"Spanish","PR","Puerto Rico",3277
23107,"Caballeta punteada",,"Spanish","CO","Colombia",56479
23107,"Carapau",,"Portuguese","BR","Brazil",42071
23107,"Carapau",,"Creole, Portuguese","CV","Cape Verde",27000
23107,"Carapau cavala",,"Creole, Portuguese","ST","Sao Tome Prn",34088
23107,"Carapau-moiro",,"Portuguese","AO","Angola",3166
23107,"Carapau-negrão",,"Portuguese","AO","Angola",3166
23107,"Cavala branca",,"Creole, Portuguese","CV","Cape Verde",37413
23107,"Cavala-branca",,"Creole, Portuguese","CV","Cape Verde",27000
23107,"Cha-cha",,"French","TT","Trinidad Tob",35205
23107,"Charro-moiro",,"Portuguese","AO","Angola",3166
23107,"Charro-moiro",,"Portuguese","CV","Cape Verde",27000
23107,"Charro-moiro",,"Portuguese","PT","Portugal",26388
23107,"Charro-mouro",,"Portuguese","CV","Cape Verde",37413
23107,"Chicharro",,"Portuguese","AO","Angola",3166
23107,"Chicharro",,"Portuguese","BR","Brazil",42071
23107,"Chicharro-branco",,"Portuguese","BR","Brazil",54972
23107,"Chicharro-de-olho-grande",,"Portuguese","BR","Brazil",54972
23107,"Chicharro-moiro",,"Portuguese","AO","Angola",3166
23107,"Chicharro-negrão",,"Portuguese","AO","Angola",3166
23107,"Chicharro-pintado",,"Portuguese","BR","Brazil",54972
23107,"Chiyi",,"Fon GBE","BJ","Benin",6315
23107,"Chuparaco",,"Spanish","VE","Venezuela",3277
23107,"Cigar minnow",,"English","US","USA",
23107,"Cigarfish",,"English","AG","Antigua Barb",35205
23107,"Cigarfish",,"English","BS","Bahamas",35205
23107,"Cigarfish",,"English","BB","Barbados",35205
23107,"Cigarfish",,"English","CU","Cuba",35205
23107,"Cigarfish",,"English","GD","Grenada",35205
23107,"Cigarfish",,"English","GP","Guadeloupe",35205
23107,"Cigarfish",,"English","JM","Jamaica",35205
23107,"Cigarfish",,"English","MQ","Martinique",35205
23107,"Cigarfish",,"English","MS","Montserrat",35205
23107,"Cigarfish",,"English","KN","St Kitts Nev",35205
23107,"Cigarfish",,"English","AI","Anguilla",35205
23107,"Cigarfish",,"English","LC","Saint Lucia",35205
23107,"Cigarfish",,"English","TT","Trinidad Tob",35205
23107,"Cigarfish",,"English","US","USA",35205
23107,"Comète de St. Hélène",,"French","CV","Cape Verde",37413
23107,"comète kia-kia",,"French","FR","France",50675
23107,"Comète quiaquia",,"French","FR","France",82178
23107,"Decàpter",,"Catalan","ES","Spain",57922
23107,"Dotted scad",,"English","AG","Antigua Barb",35205
23107,"Dotted scad",,"English","BS","Bahamas",35205
23107,"Dotted scad",,"English","BB","Barbados",35205
23107,"Dotted scad",,"English","GD","Grenada",35205
23107,"Dotted scad",,"English","GP","Guadeloupe",35205
23107,"Dotted scad",,"English","JM","Jamaica",35205
23107,"Dotted scad",,"English","MQ","Martinique",35205
23107,"Dotted scad",,"English","MS","Montserrat",35205
23107,"Dotted scad",,"English","KN","St Kitts Nev",35205
23107,"Dotted scad",,"English","AI","Anguilla",35205
23107,"Dotted scad",,"English","LC","Saint Lucia",35205
23107,"Dotted scad",,"English","VC","St Vincent",35205
23107,"Dotted scad",,"English","TT","Trinidad Tob",35205
23107,"Dotted scad",,"English","US","USA",35205
23107,"Gefleckte Stachelmakrele",,"German","NA","Namibia",36731
23107,"Gembong",,"Aceh","ID","Indonesia",84015
23107,"Gembung",,"Bahasa Indonesia","ID","Indonesia",84015
23107,"Helena scad",,"English","CV","Cape Verde",37413
23107,"Jurela",,"Spanish","ES","Spain",2737
23107,"Jurelito de cola amarilla",,"Spanish","EC","Galapagos Is",5227
23107,"Kpankpan",,"Ewe","BJ","Benin",6269
23107,"Kurohoshi-muroaji",,"Japanese","JP","Japan",13608
23107,"Macarela",,"Spanish","CO","Colombia",56479
23107,"Macarela",,"Spanish","VE","Venezuela",3277
23107,"Macarela chuparaco",,"Spanish","MX","Mexico",52299
23107,"Macarela chuparaco",,"Spanish","NI","Nicaragua",13613
23107,"Macarela chuparaco",,"Spanish","ES","Spain",83882
23107,"Macarela Helena",,"Spanish","CV","Cape Verde",37413
23107,"Mackerel scad",,"English","CU","Cuba",35205
23107,"Mackerel scad",,"English","PR","Puerto Rico",35205
23107,"Moulo",,"Papiamento","AN","NethAntilles",35205
23107,"Moulo i' pieda",,"Papiamento","AN","NethAntilles",79544
23107,"Moulo i'pieda",,"Papiamento","AN","NethAntilles",35205
23107,"Peixe rei",,"Portuguese","BR","Brazil",42070
23107,"Plettet hestemakrel",,"Danish","DK","Denmark",51471
23107,"Pollock",,"English","SL","Sierra Leone",4743
23107,"Quiaquia",,"French","CU","Cuba",35205
23107,"Quiaquia",,"Spanish","CU","Cuba",35205
23107,"Quiaquia",,"French","GP","Guadeloupe",35205
23107,"Quiaquia",,"French","MQ","Martinique",35205
23107,"Quia-quia",,"French","GP","Guadeloupe",35205
23107,"Robin",,"English","PR","Puerto Rico",58971
23107,"Ronde skad",,"Afrikaans","NA","Namibia",36731
23107,"Ronde skad",,"Afrikaans","ZA","South Africa",3197
23107,"Round robin",,"English","AG","Antigua Barb",35205
23107,"Round robin",,"English","BS","Bahamas",35205
23107,"Round robin",,"English","BB","Barbados",35205
23107,"Round robin",,"English","GD","Grenada",35205
23107,"Round robin",,"English","JM","Jamaica",35205
23107,"Round robin",,"English","MQ","Martinique",35205
23107,"Round robin",,"English","MS","Montserrat",35205
23107,"Round robin",,"English","KN","St Kitts Nev",35205
23107,"Round robin",,"English","AI","Anguilla",35205
23107,"Round robin",,"English","LC","Saint Lucia",35205
23107,"Round robin",,"English","VC","St Vincent",35205
23107,"Round robin",,"English","TT","Trinidad Tob",35205
23107,"Round robin",,"English","US","USA",35205
23107,"Round scad",,"English","ID","Indonesia",84015
23107,"Round scad",,"English","PR","Puerto Rico",50307
23107,"Round scad",,"English","BS","Bahamas",5521
23107,"Round scad",,"English","CU","Cuba",35205
23107,"Round scad",,"English","AN","NethAntilles",35205
23107,"Round scad",,"English","ZA","South Africa",3197
23107,"Round scad",,"English","GB","UK",83882
23107,"Round scad",,"English","US","USA",52299
23107,"Scad",,"English","CU","Cuba",35205
23107,"Scad",,"English","US","USA",30426
23107,"Summer stonebrass",,"English","SH","St Helena",5288
23107,"Surela",,"Spanish","ES","Spain",75549
23107,"Surela",,"Spanish","ES","Spain",5516
23107,"Tabaco",,"Spanish","CO","Colombia",3277
23107,"Trzogon atlantycki",,"Polish","PL","Poland",6313
23107,"Tsiyi",,"Ewe","TG","Togo",
23107,"Xixarro",,"Portuguese","BR","Brazil",38265
23107,"Xixarro-branco",,"Portuguese","BR","Brazil",38265
23107,"Xixarro-de-olho-grande",,"Portuguese","BR","Brazil",38265
23107,"Xixarro-pintado",,"Portuguese","BR","Brazil",38265
23107,"??????-????","Sigara-ryba","Russian","RU","Russian Fed",48321
23107,"???????? ???????","Stavrida kruglaya","Russian","RU","Russian Fed",48321
23107,"????","Sang shi yuan shen","Mandarin Chinese","CN","China Main",58108
23107,"????",,"Mandarin Chinese","CN","China Main",31517
23107,"????","Hei dian yuan shen","Mandarin Chinese","CN","China Main",58108
23107,"????","Hei dian yuan shen","Mandarin Chinese","CN","China Main",31517
23881,"Anak bong",,"Maranao/Samal/Tao Sug","PH","Philippines",31411
23881,"Bái shé wei jia shen",,"Mandarin Chinese","CN","China Main",11230
23881,"Ba-ulo",,"Hiligaynon","PH","Philippines",31411
23881,"Betek",,"Malay","MY","Malaysia",5756
23881,"Buli",,"Hiligaynon","PH","Philippines",31411
23881,"Buli-buli",,"Hiligaynon","PH","Philippines",31411
23881,"Cá Hi?u mi?ng den",,"Vietnamese","VN","Viet Nam",46893
23881,"Caramelo",,"Spanish","EC","Ecuador",40498
23881,"Carangue à bouche blanche",,"French","FR","France",81519
23881,"Carangue langue blanche",,"French","FR","France",9283
23881,"Carangue striée",,"French","PF","Fr Polynesia",4795
23881,"Carangue-coton",,"French","FR","France",37184
23881,"Cottonmouth jack",,"English",,"Hawaii",4887
23881,"daba ni dabi",,"Fijian","FJ","Fiji",79890
23881,"Deyayo",,"Arabic","BH","Bahrain",3287
23881,"Dobe ulua",,"Hawaiian",,"Hawaii",4887
23881,"Gis-e-dahan-sefid",,"Persian","IR","Iran",47613
23881,"Hei miàn bái yú",,"Mandarin Chinese","CN","China Main",11230
23881,"Hvidmundet hestemakrel",,"Danish","DK","Denmark",51471
23881,"Istah putih",,"Chavacano","PH","Philippines",31411
23881,"Jack",,"English","US","USA",30426
23881,"Jurel lengua blanca",,"Spanish","MX","Mexico",52299
23881,"Jurel lengua blanca",,"Spanish","MX","Mexico",27736
23881,"Jurel lengua blanca",,"Spanish","ES","Spain",9283
23881,"Kalobe",,"Maranao/Samal/Tao Sug","PH","Philippines",2858
23881,"Kawrè",,"Susu","GN","Guinea",13697
23881,"Lawayan",,"Waray-waray","PH","Philippines",31411
23881,"Lawihan",,"Tagalog","PH","Philippines",47573
23881,"Lupo",,"Tonga","TO","Tonga",84348
23881,"Mahinlo",,"Cebuano","PH","Philippines",31411
23881,"Mamsa",,"Cebuano","PH","Philippines",31411
23881,"Mamsa",,"Davawenyo","PH","Philippines",43437
23881,"Matang pusa",,"Kuyunon","PH","Philippines",31411
23881,"Min-jong-gaeng-i",,"Korean","KR","Korea Rep",11230
23881,"Nagboboguel",,"Ilokano","PH","Philippines",2858
23881,"Okiaji",,"Japanese","JP","Japan",559
23881,"Oki-aji",,"Japanese","JP","Japan",11230
23881,"Paia",,"Tahitian",,"Tahiti",13767
23881,"Pampano",,"Tagalog","PH","Philippines",31411
23881,"Piaka",,"Tagalog","PH","Philippines",31411
23881,"Sagai",,"Malay","MY","Malaysia",85449
23881,"Sagai mulut putih ",,"Malay","MY","Malaysia",85449
23881,"Salay-salay",,"Tagalog","PH","Philippines",2858
23881,"Sall",,"Arabic","OM","Oman",6365
23881,"Sebo",,"Tagalog","PH","Philippines",2858
23881,"Tagiptipon",,"Bikol","PH","Philippines",31411
23881,"Talakitok",,"Tagalog","PH","Philippines",47573
23881,"Talakitok",,"Agutaynen","PH","Philippines",31411
23881,"Tarakito",,"Chavacano","PH","Philippines",31411
23881,"Tarakitok",,"Ilokano","PH","Philippines",31411
23881,"Tarokotokan",,"Ilokano","PH","Philippines",2858
23881,"Tiñosa blanca",,"Spanish","CU","Cuba",3287
23881,"Trevally",,"English","TO","Tonga",84348
23881,"Ulua lauli",,"Hawaiian",,"Hawaii",4887
23881,"Volantin",,"Spanish","CU","Cuba",3287
23881,"White mouth crevalle",,"English","VN","Viet Nam",46893
23881,"White tongued crevalle",,"English","PH","Philippines",47573
23881,"White-mouth crenalle",,"English","IN","India",6867
23881,"White-mouth crevalle",,"English","MY","Malaysia",85449
23881,"Whitemouth jack ",,"English","MY","Malaysia",85449
23881,"Whitemouth jack",,"English","PH","Philippines",31411
23881,"Whitemouth jack",,"English","GB","UK",171
23881,"Whitemouth jack",,"English","US","USA",52299
23881,"Whitetongue crevalle",,"English","JP","Japan",11230
23881,"Whitetongue jack",,"English","FM","Micronesia",37816
23881,"Whitetongue jack",,"English","GB","UK",30573
23881,"Whitetongue Jack",,"English","SH","St Helena",5288
23881,"White-tongue jack",,"English","MY","Malaysia",85449
23881,"Whitetongued crevalle",,"English","MP","N Marianas",53190
23881,"????","Minjeongaengi","Korean","KR","Korea Rep",77001
23881,"??","Chong shen","Mandarin Chinese","CN","China Main",58108
23881,"??","chong shen","Mandarin Chinese","TW","Taiwan",31517
23881,"??","Gua zai","Mandarin Chinese","CN","China Main",58108
23881,"??","gua zai","Mandarin Chinese","TW","Taiwan",31517
23881,"?????","bai she wei jia shen","Mandarin Chinese","CN","China Main",31517
23881,"?????","bai she wei jia shen","Mandarin Chinese","TW","Taiwan",31517
23881,"?????","Bai she wei jia shen","Mandarin Chinese","CN","China Main",58108
23881,"???","bai she can","Mandarin Chinese","CN","China Main",31517
23881,"???","Bai she can","Mandarin Chinese","CN","China Main",58108
23898,"Alopias megalomatos",,"Greek","GR","Greece",41475
23898,"Azotador",,"Spanish","UY","Uruguay",54736
23898,"Big eye thresher shark",,"English","MT","Malta",39819
23898,"Big-eye shark",,"English","GB","UK",5969
23898,"Bigeye Thresher",,"English","CU","Cuba",54206
23898,"Bigeye thresher ",,"English","MY","Malaysia",85449
23898,"Bigeye thresher",,"English","AU","Australia",6871
23898,"Bigeye thresher",,"English","NZ","New Zealand",26346
23898,"Bigeye thresher",,"English","PH","Philippines",31411
23898,"Bigeye thresher",,"English","PT","Azores Is",35204
23898,"Bigeye thresher",,"English","ZA","South Africa",6583
23898,"Bigeye thresher",,"English","ES","Spain",52690
23898,"Bigeye thresher",,"English","GB","UK",83882
23898,"Bigeye thresher",,"English","US","USA",52299
23898,"Bigeye thresher shark",,"English","US","USA",35205
23898,"Bigeye tresher",,"English","UY","Uruguay",54736
23898,"Big-eyed thresher",,"English","GB","UK",54735
23898,"Cá Nhàm duôi dài m?t to",,"Vietnamese","VN","Viet Nam",55784
23898,"Cação-raposa-olho-grande",,"Portuguese","BR","Brazil",42071
23898,"Coleto",,"Spanish","ES","Canary Is",6808
23898,"Coludo cebucano",,"Spanish","MX","Mexico",38551
23898,"Grootoog-sambokhaai",,"Afrikaans","ZA","South Africa",6583
23898,"Grootoogvoshaai",,"Dutch","NL","Netherlands",43454
23898,"Großäugiger Drescherhai",,"German","DE","Germany",5969
23898,"Großäugiger Fuchshai",,"German","DE","Germany",5969
23898,"Guilla d'ulls grossos",,"Catalan","ES","Spain",57922
23898,"Hachiware",,"Japanese","JP","Japan",559
23898,"Hiu lancur",,"Bali","ID","Indonesia",58048
23898,"Hiu monyet",,"Bali","ID","Indonesia",58048
23898,"Hiu tikus",,"Bali","ID","Indonesia",58048
23898,"Jarjur",,"Arabic","OM","Oman",6365
23898,"Karibiankettuhai",,"Finnish","FI","Finland",7494
23898,"Long-tailed shark",,"English","GB","UK",5969
23898,"Mano hi'uka",,"Hawaiian",,"Hawaii",58302
23898,"Mano laukahi'u",,"Hawaiian",,"Hawaii",58302
23898,"Paitan",,"Bahasa Indonesia","ID","Indonesia",58048
23898,"Pating",,"Maranao/Samal/Tao Sug","PH","Philippines",31411
23898,"Peixe-raposo",,"Portuguese","AO","Angola",3166
23898,"Peixe-rato",,"Portuguese","AO","Angola",3166
23898,"Pejerrabo",,"Spanish","ES","Canary Is",6808
23898,"Pesce volpe occhio grosso",,"Italian","IT","Italy",171
23898,"Pez zorro",,"Spanish","CU","Cuba",35205
23898,"Qatwa albahar",,"Arabic","OM","Oman",6365
23898,"Raposo-de-olhos-grandes",,"Portuguese","PT","Portugal",26999
23898,"Renard à gros yeux",,"French","FR","France",82178
23898,"Requin-renard à gros yeux",,"French","FR","France",50675
23898,"Storögd Rävhaj",,"Swedish","SE","Sweden",51980
23898,"Storøjet rævehaj",,"Danish","DK","Denmark",51471
23898,"Terng boi suar",,"Malay","MY","Malaysia",85449
23898,"Thresher shark",,"English","MY","Malaysia",85449
23898,"Thresher shark",,"English","GB","UK",5959
23898,"Tiburón zorro",,"Spanish","ES","Spain",5969
23898,"Tiburón zorro de ojo grande",,"Spanish","PE","Peru",5530
23898,"Tomanimanente",,"Malagasy","MG","Madagascar",85553
23898,"Tubarão raposo",,"Portuguese","PT","Azores Is",35204
23898,"Tubarão-raposa de olho grande",,"Portuguese","BR","Brazil",42072
23898,"Tubarão-raposo-olhudo",,"Portuguese","PT","Portugal",26388
23898,"Whiptail",,"English","SH","St Helena",4905
23898,"Yu ekor panjang",,"Malay","MY","Malaysia",85449
23898,"Yu mata besar ",,"Malay","MY","Malaysia",85449
23898,"Zorro",,"Spanish","ES","Canary Is",6808
